<DATABASE_ID>,<DATABASE_NAME>,<MOLECULAR_WEIGHT>,<JCHEM_ACCEPTOR_COUNT>,<JCHEM_AVERAGE_POLARIZABILITY>,<JCHEM_DONOR_COUNT>,<JCHEM_FORMAL_CHARGE>,<JCHEM_LOGP>,<JCHEM_NUMBER_OF_RINGS>,<JCHEM_PHYSIOLOGICAL_CHARGE>,<JCHEM_PKA>,<JCHEM_PKA_STRONGEST_ACIDIC>,<JCHEM_PKA_STRONGEST_BASIC>,<JCHEM_POLAR_SURFACE_AREA>,<JCHEM_REFRACTIVITY>,<JCHEM_ROTATABLE_BOND_COUNT>,<DRUGBANK_ID>
DB03383,drugbank,443.898,3,44.751163517005274,3,0,2.474614934,4,0,14.600566179301296,14.047095978798403,-1.7753746305997324,85.43,116.55569999999999,5,DB03383
DB03384,drugbank,238.281,1,24.358223614547047,3,0,1.6143871529999998,2,0,12.446288391500293,10.069475293935728,-1.519805683793416,44.89,63.6884,3,DB03384
DB03385,drugbank,82.1038,1,8.706039536119075,1,0,-0.013854037999999888,1,0,,14.777268493692887,6.826121631032774,28.68,23.604300000000002,0,DB03385
DB03386,drugbank,222.2156,3,21.048105080915377,3,0,-0.9432492718962817,2,0,15.910352989499017,2.184400327974961,9.363652620658758,79.11000000000001,56.41920000000002,3,DB03386
DB03387,drugbank,147.1293,4,13.215346584730094,2,0,-0.07681686533333318,0,-1,8.85179579331943,2.7851239677548043,-5.982965358946324,77.84,32.0895,2,DB03387
DB03388,drugbank,434.336,3,42.646434345222374,1,0,6.125064752,3,-1,,3.5584217348846985,-3.242655569001608,57.61000000000001,112.55080000000001,5,DB03388
DB03389,drugbank,150.1299,5,13.184993960607123,4,0,-2.302204276,1,0,12.786263151759016,11.310624247742409,-3.5265718350182684,90.15,29.9609,0,DB03389
DB03390,drugbank,191.1818,5,18.104131074686904,4,0,-1.532736087,0,-1,12.174271319673064,3.6890182975738908,-4.131880394212965,106.86000000000001,42.2049,5,DB03390
DB03392,drugbank,287.2042,6,24.6803066758818,5,0,-3.0293444080000005,1,0,13.0033994241073,12.331853685038148,-2.9802568579608586,137.71,57.710699999999996,5,DB03392
DB03396,drugbank,388.4559,7,41.335626878575376,6,0,-1.6281270709999998,1,0,12.86000244049052,12.15163223674482,-2.8533535134317614,148.35,97.96200000000002,8,DB03396
DB03397,drugbank,607.3537,14,50.35130035164429,9,0,-5.284643272333333,3,-2,3.1591675836102326,1.737213537795745,-3.5185279253200745,300.40999999999997,117.55709999999996,10,DB03397
DB03399,drugbank,56.0864,0,6.566388139905458,0,1,-1.6016010485426124,0,1,,16.270003554434673,,4.36,17.459799999999998,0,DB03399
DB03400,drugbank,164.2011,2,18.186242440264643,1,0,2.5689841596666665,1,-1,,4.848286126593266,,37.3,47.007799999999996,3,DB03400
DB03401,drugbank,420.0956,12,29.635364554207747,9,0,-4.152707746,1,-6,1.036823557327442,0.5363206524866495,-3.6688996734755257,260.96999999999997,68.3937,6,DB03401
DB03403,drugbank,323.1965,9,26.894910498528795,5,0,-3.2894158434084475,2,-2,6.251321306964946,1.2327707533728791,-0.6158262410770788,175.13999999999996,65.4177,4,DB03403
DB03406,drugbank,210.248,5,20.22838015221445,4,0,-1.3341257456666669,1,0,12.470204001327147,9.499487898526706,-2.9603657616113654,79.15,46.884600000000006,2,DB03406
DB03407,drugbank,155.1082,4,13.073976390134913,2,0,1.3060993619999999,1,0,11.180151239801368,7.16576527745959,-6.383363801789106,86.28,37.3445,1,DB03407
DB03408,drugbank,250.272,6,23.361346952405434,5,0,-3.772326987239589,0,-1,3.778372406015623,1.909886853124,9.239048816250255,129.72,56.311400000000006,7,DB03408
DB03409,drugbank,169.2209,3,18.025093803733306,2,0,-1.2837219080152387,2,0,,2.0904329684781424,11.641950962391657,49.33,44.2775,1,DB03409
DB03410,drugbank,162.144,2,15.242528371516123,1,0,1.029812716333333,2,-1,,5.295473229551473,-7.043560009396393,46.53,43.440900000000006,0,DB03410
DB03411,drugbank,133.1457,4,13.097954411648923,4,0,-2.2554082409999996,1,1,14.628828479465383,13.318700802503066,9.360543824381354,72.72,30.611899999999995,1,DB03411
DB03412,drugbank,147.1723,4,15.548284196607096,3,0,-2.8659076406581523,0,0,16.84390115987971,2.4582763951696154,9.526513736833133,83.55000000000001,36.152,5,DB03412
DB03413,drugbank,388.1618,9,29.831689347500262,5,0,-2.0599685889999995,2,-2,3.1904051655109784,1.7717479360816935,-3.240344155883659,192.15999999999994,72.8007,6,DB03413
DB03414,drugbank,195.237,5,18.502717007053132,5,0,-2.7282901956666668,1,1,13.781101466815961,12.770893192206191,7.101011513593804,106.94000000000001,43.9317,1,DB03414
DB03416,drugbank,344.327,6,32.05443579082613,2,0,-5.696316403221144,2,-1,1.658998840654446,1.658998840654446,5.507552519532349,125.27000000000001,83.15090000000001,6,DB03416
DB03417,drugbank,427.4985,8,44.39071926830546,5,0,-3.572573293478287,1,0,14.751472544470202,3.4283410855320136,11.57397389697962,183.45,109.00600000000003,9,DB03417
DB03419,drugbank,112.0868,2,9.365510550968738,2,0,-0.8552909999999998,1,0,13.791445484531952,9.768625171737702,-5.5116186106051215,58.2,25.9693,0,DB03419
DB03420,drugbank,334.3257,10,32.03566903253606,7,0,-5.876338823894986,1,0,12.912011560271212,3.353888550952383,12.105290787751025,200.72000000000003,74.73190000000002,6,DB03420
DB03421,drugbank,266.2946,2,28.218756932726055,1,0,2.3521757519999995,3,0,,13.783020923103813,-4.523719055278925,49.410000000000004,76.87910000000002,3,DB03421
DB03422,drugbank,129.137,3,11.07640852485011,1,0,0.6754718299999999,1,-1,,3.1847303655298145,0.05934786587400931,50.19,28.150599999999997,1,DB03422
DB03424,drugbank,308.3728,5,33.09312195839324,4,0,-1.099575746176378,1,0,12.53306742457628,3.7260025446236833,8.348521266845225,112.64999999999999,82.04980000000002,8,DB03424
DB03425,drugbank,160.1479,5,14.731903862906528,2,-1,-2.703641874600548,0,-1,4.348167155630496,2.0136227698929825,9.528433520909388,103.45,46.69930000000001,4,DB03425
DB03427,drugbank,347.387,7,33.47410515356273,6,0,-3.4971128445390054,0,-1,3.7354825431592107,1.9366394967949114,9.152404975177603,158.82000000000002,82.6239,11,DB03427
DB03428,drugbank,241.2453,3,24.930646957156277,2,0,0.9090899720000001,3,0,12.828585348462486,11.59456604903109,6.63715775017869,67.01,69.0268,2,DB03428
DB03430,drugbank,149.1467,3,14.527119351226446,2,0,0.6502191896666667,1,0,11.96864522714269,9.455435302166578,-4.195778758403649,64.25,39.664,1,DB03430
DB03432,drugbank,102.1118,3,10.036050319460793,1,-1,-2.6306785728873137,0,0,,4.17495406481514,10.324199994995906,66.15,36.1144,2,DB03432
DB03433,drugbank,386.232,9,33.563591347468844,6,0,-4.097411726882131,1,-3,1.9329913427013157,1.3020657546357475,9.814184855355517,178.67,82.9943,9,DB03433
DB03434,drugbank,209.263,5,20.791118657051328,1,0,-2.425969059909364,1,-1,,-0.9625622930346373,6.882464284801161,66.84,48.614300000000014,4,DB03434
DB03435,drugbank,404.1612,10,30.412935742908093,6,0,-2.960606651999999,2,-2,3.1903981635169285,1.7717429601440289,-3.664543362840705,212.38999999999996,74.31139999999999,6,DB03435
DB03437,drugbank,401.461,9,38.87574090906214,4,0,-2.218989283005386,2,0,11.363621800951647,0.781310167374653,7.737139847197627,156.00000000000003,94.8844,7,DB03437
DB03439,drugbank,163.1717,5,15.738122839275904,4,0,-1.9925110479999997,1,1,13.105899394078008,11.320235686013067,8.560832302072079,95.94000000000001,36.0372,0,DB03439
DB03441,drugbank,290.0976,2,22.409710225433997,1,0,3.2881427349999997,1,-1,,3.756355465710525,,37.3,59.59900000000002,4,DB03441
DB03445,drugbank,302.307,8,27.247513599132787,3,0,-1.8436000000000001,1,-2,7.162572515589209,3.23880455703669,0.7580101089863542,131.24999999999997,79.43279999999997,8,DB03445
DB03446,drugbank,389.3991,7,38.933081468826984,5,0,0.20040187833333323,3,0,13.178835810407698,12.198145507889235,-1.208552164736647,128.48000000000002,98.77100000000002,6,DB03446
DB03447,drugbank,573.4073,14,50.2762047300085,7,0,-5.826674071789729,5,-1,9.700379491060355,1.8180377960241014,3.9420593830951804,274.17,122.85509999999996,8,DB03447
DB03448,drugbank,308.1819,7,25.626367887769536,4,0,-1.6381701099999995,2,-2,6.122364501357099,1.0934221737510303,-2.979075857529735,145.63,61.92779999999999,4,DB03448
DB03449,drugbank,369.911,3,41.435195368273185,2,0,5.0312205463333335,3,2,,9.381320992102765,,50.41,108.31440000000003,7,DB03449
DB03450,drugbank,398.454,6,38.43852391544696,3,0,0.13423536733333333,2,-1,12.102256375577252,3.763105944374238,-2.5286628124466426,121.80000000000001,96.0557,9,DB03450
DB03451,drugbank,460.689,4,55.801345493314685,3,0,4.355367686666668,3,0,14.820067980894645,14.24851999140723,-2.7596614720148134,69.92,137.5232,9,DB03451
DB03452,drugbank,190.2692,4,18.03957258336697,2,0,1.4093999999999998,0,-2,5.577089301776631,4.085356540106653,,74.6,38.9579,4,DB03452
DB03453,drugbank,446.5414,5,50.56526145175512,3,0,2.6298860924491,3,1,,12.403725239143045,11.866078856896186,108.51000000000002,133.3302,9,DB03453
DB03454,drugbank,124.1372,2,12.727085176271189,2,0,1.8795365619999997,1,0,13.04231581149143,9.594384881130571,-6.26938194286343,40.46,35.061,0,DB03454
DB03455,drugbank,266.316,4,27.265877071362986,4,0,1.4214837858011276,2,-1,9.948529721885224,4.376942264625933,2.6499135729328223,74.35,80.6624,6,DB03455
DB03456,drugbank,358.4347,4,38.53887093294752,2,0,2.2021060339999985,2,0,14.47210539922289,12.869032193977702,-3.0635598567953575,94.45999999999998,98.1144,8,DB03456
DB03458,drugbank,381.387,11,37.70859995303043,5,0,-4.764070495666558,3,1,12.468073696975296,1.9078442794244892,9.54198182610309,185.87,93.56750000000001,7,DB03458
DB03459,drugbank,255.1193,8,19.815665923158985,5,0,-2.741082786666666,0,-3,3.4648963044985917,1.6507486718808886,,161.23,46.96680000000001,6,DB03459
DB03460,drugbank,600.884,4,74.47679958179948,2,0,7.257461110666667,4,0,15.440714029770106,14.838654038442144,-2.7377022034819802,62.22,192.32700000000006,10,DB03460
DB03461,drugbank,743.405,17,62.908792939306814,8,0,-10.60990857786625,5,-3,0.902273308632644,0.6629253793951223,4.866344188636829,367.62000000000006,151.74810000000002,13,DB03461
DB03462,drugbank,126.1133,2,11.421831597069295,2,0,-0.45974051066666644,1,0,14.037584409518914,10.022872945502668,-4.998777587332103,58.2,30.326400000000003,0,DB03462
DB03464,drugbank,347.2212,10,29.880839644786654,6,0,-4.504127596448186,3,-2,6.255341777176512,1.226042774245598,3.379323887283016,196.92999999999998,75.036,4,DB03464
DB03466,drugbank,388.4987,3,44.41887618485013,2,0,6.263582539333333,4,-1,13.73647413718643,3.989294210186149,-3.3558973866573965,57.53,116.39269999999998,3,DB03466
DB03467,drugbank,272.2528,5,27.312574467683277,3,0,2.835108050333333,3,0,9.456049688627601,7.909758537603404,-3.8613196540490984,86.99000000000001,71.28980000000001,1,DB03467
DB03468,drugbank,212.269,3,21.46050525957841,2,0,0.004237116732422421,2,1,,10.367832419896555,8.623767557376791,72.19,54.77350000000001,1,DB03468
DB03471,drugbank,395.5344,3,46.789454701037585,2,0,5.771698189333334,2,-1,15.931823091969507,4.595231244317814,-0.7762532642170046,66.39999999999999,116.26730000000002,14,DB03471
DB03472,drugbank,508.5996,11,55.29359509099771,7,0,0.19892450333333292,3,0,12.486202997409407,11.939975979773822,-2.9810835652988272,178.52999999999997,121.91489999999995,12,DB03472
DB03473,drugbank,160.1711,4,15.856813191248467,3,0,-3.7773223412376065,0,0,15.908081892431873,2.26003447450152,9.312087195841018,92.42000000000002,38.006600000000006,4,DB03473
DB03475,drugbank,350.4094,6,36.89110357740909,4,0,0.5163178533642334,2,-1,14.367751729415676,4.937559612292785,3.752980982598625,110.10000000000002,94.74199999999998,8,DB03475
DB03476,drugbank,286.3703,2,33.81727674676394,2,0,4.0852973640000005,4,1,,11.316076945390925,,49.870000000000005,101.2129,3,DB03476
DB03477,drugbank,446.242,3,36.432285177442694,1,0,4.264773010333333,3,0,,10.701103890332087,-0.44517920035084046,77.98,94.8158,4,DB03477
DB03478,drugbank,601.3524,15,50.673717181548966,7,0,-6.463761192267587,4,-2,3.26345472554817,1.8569969940451259,4.9965360826897225,297.59000000000003,120.27479999999997,11,DB03478
DB03479,drugbank,262.2167,7,23.14738163558585,5,0,-3.1018211460000007,2,0,12.206732871816577,9.729336199213947,-2.9808780669429193,139.56,53.8627,1,DB03479
DB03480,drugbank,357.377,3,38.35284792974484,1,0,6.124907754666667,4,-1,,3.3835602713254955,0.774559360890721,50.190000000000005,102.39350000000002,3,DB03480
DB03484,drugbank,215.1415,5,18.88344154974524,4,0,-3.3911924765119976,0,0,13.641343579378523,1.8690882900003907,9.999830157645516,122.24000000000002,43.8211,7,DB03484
DB03485,drugbank,164.1565,5,15.180936111756239,4,0,-1.885629251333333,1,0,12.72441919550951,11.30218058050956,-3.612173827247777,90.15,34.3797,0,DB03485
DB03486,drugbank,441.2277,12,36.43810959636423,7,0,-4.737253173821198,3,-2,1.887029731206106,1.0759636711366898,0.3335404388742352,239.04999999999995,88.72059999999998,6,DB03486
DB03487,drugbank,114.1026,3,10.084812502726983,2,0,-1.815511818333333,1,0,,9.69889529442445,6.531231623221252,72.19,25.277100000000004,0,DB03487
DB03488,drugbank,568.2928,13,45.30710506419192,8,0,-4.105516304666667,3,-2,3.175445804691092,1.7311594968845387,-2.981111056554834,271.31,104.76369999999999,9,DB03488
DB03489,drugbank,178.14,6,15.56346703840469,4,0,-1.7750312403333335,0,-1,13.243645462336318,2.9051234753891952,-2.972361954381558,115.06,36.3163,5,DB03489
DB03490,drugbank,233.2679,2,25.68122529977203,1,0,2.7786077653333336,4,0,19.420903563409226,8.810979290364154,4.912781739626169,41.57,71.04560000000002,1,DB03490
DB03491,drugbank,427.2011,11,34.98723478823051,6,0,-2.561177014608395,3,-2,3.2008359291968604,1.9740907803949175,1.3564172394468466,228.04999999999995,84.85619999999997,6,DB03491
DB03493,drugbank,298.2752,8,28.494390497380664,5,1,-6.202784917138413,3,1,11.720774882160734,8.163626256103246,-2.1442356288863644,146.21,69.38040000000001,2,DB03493
DB03495,drugbank,645.6048,19,61.881272384655134,14,0,-7.614558856666667,4,1,12.006002805292935,11.225308274261572,7.0315951976629965,321.17,137.60239999999996,9,DB03495
DB03496,drugbank,401.84,6,40.854361287868485,3,0,2.478991848978432,4,0,9.563993736776938,6.707092194701242,7.358906991481269,90.23000000000002,107.73799999999999,2,DB03496
DB03497,drugbank,185.156,6,14.904101902114087,3,0,-2.6176342601138454,0,-1,1.0852840942307806,-2.1396709556325564,8.594368271330184,126.92,32.0328,4,DB03497
DB03498,drugbank,126.071,3,9.123692091657201,1,-2,-0.7444176406666665,0,-1,8.132516695707592,1.6391736266635766,,63.19,22.474,1,DB03498
DB03499,drugbank,134.0874,5,10.926494198525464,3,0,-1.1136414279999998,0,-2,5.127730317344291,3.1983571934669475,-3.9130352388514544,94.83000000000001,24.8752,3,DB03499
DB03501,drugbank,566.3018,14,45.047021093541986,9,0,-4.996608078666667,3,-2,3.1563251336694855,1.7326003066859688,-3.6484093801081894,291.53999999999996,106.45579999999997,9,DB03501
DB03503,drugbank,341.3629,8,34.30604087755252,5,0,-3.673132512890573,1,0,13.033704062996952,3.32264008572023,11.64038269889882,157.84000000000003,95.31340000000002,6,DB03503
DB03504,drugbank,405.879,7,42.503422737230274,1,0,3.10499778,3,0,,18.59396916162396,5.064998100102195,97.31,108.72659999999996,8,DB03504
DB03505,drugbank,176.1753,5,17.25852893219417,3,0,0.7368888606666665,2,0,19.050828818409553,13.353422999081436,2.860388942949373,98.05,50.441700000000004,0,DB03505
DB03506,drugbank,134.1386,3,12.93107269541169,2,0,0.29987935066666666,2,0,,13.996768668807327,5.087303873510724,67.59,38.4507,0,DB03506
DB03507,drugbank,456.538,5,48.40969416652814,0,0,3.2919225736666653,5,0,,6.540765287983406,,83.53,123.12889999999994,6,DB03507
DB03508,drugbank,148.2001,3,17.618266707552714,0,0,0.38740637299999986,0,0,,-3.658747757988507,,27.69,39.8481,7,DB03508
DB03509,drugbank,283.712,3,28.685411528559218,1,0,2.7868390283333335,3,0,,14.09662654596595,0.22172554068994532,68.87,76.0978,2,DB03509
DB03510,drugbank,428.1859,12,33.757113839112534,6,0,-3.381952691906402,3,-4,1.3145348861660189,0.6879545485061795,2.1190125452069943,226.80999999999995,82.22189999999998,6,DB03510
DB03511,drugbank,194.1394,7,16.26778435795166,5,0,-2.61226468,1,-1,11.309229286068723,3.207791058651709,-3.6863365702254773,127.45,35.7908,1,DB03511
DB03514,drugbank,150.1745,2,15.98631844617077,1,0,2.2487112966666665,1,0,,10.034622277956638,-4.89373168768089,29.46,44.18840000000001,2,DB03514
DB03515,drugbank,266.3343,2,30.102782243770612,1,0,4.299056170666667,4,0,,9.778880920471414,-5.497017869942498,37.3,79.03559999999999,0,DB03515
DB03516,drugbank,136.1082,2,12.048430934118679,2,0,-0.8223266093333331,1,0,13.463125452348322,9.50261951776082,-6.4058924337234595,58.2,33.389,0,DB03516
DB03517,drugbank,105.136,2,9.754159049968433,0,-1,0.39022891700000006,0,-1,,4.36447528982951,,40.129999999999995,35.961000000000006,2,DB03517
DB03518,drugbank,148.1571,4,14.570780322835839,3,0,-1.0933795586666666,0,-1,14.950224499840974,4.3846810662930205,-2.413404454395632,77.75999999999999,34.5114,4,DB03518
DB03520,drugbank,172.548,3,13.288282335447798,1,0,1.1486386450000001,2,0,,9.068660616434155,0.012742293788492466,54.46,38.315099999999994,0,DB03520
DB03522,drugbank,191.1388,6,16.43198551422347,3,0,-3.9683058664266024,0,-1,3.4822868552933204,1.5123130760763859,8.599793695197981,126.92000000000002,37.3864,6,DB03522
DB03523,drugbank,375.3675,3,38.42921957489858,1,0,6.2676096910000005,4,-1,,3.3832228760908807,0.7462509173862394,50.190000000000005,102.60990000000001,3,DB03523
DB03525,drugbank,229.1696,4,20.768844840327475,3,0,0.4005643995810508,2,-2,6.722666233726749,1.1931446976706823,4.013981715245046,78.78999999999999,57.016200000000005,2,DB03525
DB03526,drugbank,362.445,5,34.362196949212326,2,0,1.0882191689999998,2,0,9.528670414696126,8.165590583042745,-4.824794710990761,115.55999999999999,81.77189999999999,5,DB03526
DB03528,drugbank,267.2413,8,25.099121587865,4,0,-2.0909638716666668,3,0,13.891216627074485,12.454003289047446,4.988280488175994,139.54,63.1956,2,DB03528
DB03530,drugbank,469.492,11,44.31673148420584,4,0,0.5857176826168812,2,-2,3.1597956518914536,2.51484463478571,4.0682105138864095,193.63000000000002,109.92819999999999,9,DB03530
DB03532,drugbank,521.2076,15,40.64189086423172,8,0,-4.045762984629011,3,-4,1.8528633061164221,1.00393978012929,2.5235904097396906,285.58,99.16009999999999,8,DB03532
DB03534,drugbank,378.4674,3,42.27994703183484,1,0,1.5775156919999997,3,0,,2.578826523171777,,71.57,112.91740000000001,5,DB03534
DB03535,drugbank,330.3783,3,34.44800711936165,0,0,1.4340954473333327,3,0,18.2547522040618,15.369029315031248,-3.966001816223755,66.92,87.92750000000002,5,DB03535
DB03536,drugbank,397.4444,6,41.2364261606961,5,0,0.4258363823333322,1,0,13.84155952062197,12.730424750018573,6.71129635090325,148.57,100.6602,13,DB03536
DB03539,drugbank,200.1919,5,18.910323738942452,3,0,-2.149448662,2,0,14.592749712012264,13.121336012637247,2.6600722487713844,94.64000000000001,44.9534,1,DB03539
DB03540,drugbank,110.1537,1,12.188169930425298,0,0,1.4099050716666668,2,0,,-7.4164068106455225,,17.07,30.9673,0,DB03540
DB03541,drugbank,477.4693,10,48.79945375611061,5,0,1.0194110985245455,3,-2,4.2001681615025275,3.2435440475417985,1.0165776049974153,174.41999999999996,127.72069999999998,10,DB03541
DB03543,drugbank,351.2464,9,31.117902379480363,7,0,-1.558150760233846,1,-3,4.672907319471799,1.74955460565001,1.1424551903530482,176.77999999999997,78.5607,9,DB03543
DB03544,drugbank,201.138,6,16.247714722022025,4,0,-3.044373202814537,0,-2,2.3665553668392145,1.5043312744733894,9.897232629610398,120.85000000000002,39.5232,4,DB03544
DB03546,drugbank,549.4975,12,50.68183320593414,9,0,-2.315719748597322,2,-1,3.2234296383795855,2.700410105246331,7.741410420267591,240.81999999999994,123.08569999999999,13,DB03546
DB03548,drugbank,238.192,8,21.105079946321723,6,0,-2.6455673833333333,1,-1,11.111294812920784,2.890134275479364,-2.9745201549719393,147.68,46.717600000000004,3,DB03548
DB03549,drugbank,364.419,4,37.12917207041545,3,0,1.6937097350000003,3,0,13.571737044527527,13.06882149727242,-1.8548897192391611,116.04999999999998,95.65289999999999,7,DB03549
DB03550,drugbank,359.398,7,35.636525661790614,4,0,-3.3928282900377207,2,-1,3.6128224200088006,1.833583812484359,9.22515956240441,150.03,83.0509,7,DB03550
DB03552,drugbank,181.1885,4,18.126926892536638,3,0,-1.4885992058454256,1,0,9.753488892788807,2.002030221886422,9.135851491966235,83.55000000000001,47.0972,3,DB03552
DB03553,drugbank,132.1146,4,12.16920185186598,2,0,0.04608569766666663,0,-2,4.5589990451010864,3.7599502336940396,,74.6,28.137999999999998,4,DB03553
DB03554,drugbank,237.9833,2,14.654516345734898,2,0,0.13039445200000005,1,0,12.4768515804343,8.141249641712795,-6.633152142177709,58.2,39.31830000000001,0,DB03554
DB03558,drugbank,499.492,10,48.0898720096979,5,0,-0.9779915180000007,2,-3,3.293159220534749,2.5803090490573877,-1.4604428528108568,207.47999999999996,114.22709999999995,11,DB03558
DB03559,drugbank,127.1842,1,14.436237594782273,1,0,0.9439595613333335,1,0,,16.447375199051223,-0.9012547381859816,29.1,35.8863,1,DB03559
DB03560,drugbank,122.1213,2,11.97508821327089,1,0,1.382182839,1,0,,7.320724001562799,-7.095242156206047,37.3,34.6229,1,DB03560
DB03564,drugbank,118.1742,2,13.54269292770783,2,0,-0.03499262399999985,0,0,15.863892389843322,15.122618562424375,-2.5485532283457237,40.46,32.894800000000004,2,DB03564
DB03566,drugbank,145.2459,3,18.802478340004217,3,0,-1.1495639400000002,0,3,,10.896730524078121,,64.07,44.968399999999995,7,DB03566
DB03567,drugbank,221.2078,6,20.843441373258948,5,0,-3.220574411666667,1,0,12.811681816701025,11.604129514800581,-0.7815744979932194,119.25000000000001,47.024699999999996,2,DB03567
DB03568,drugbank,88.1051,2,9.216958179758743,1,0,0.9217587976666666,0,-1,,4.907922196332106,,37.3,21.8716,2,DB03568
DB03569,drugbank,192.1235,7,15.662365111557438,5,0,-2.5441828173333336,1,-2,6.076191567987235,2.88953270369913,-3.8272842633873365,127.45000000000002,38.0441,1,DB03569
DB03570,drugbank,122.143,3,12.41495984638697,3,1,-5.712170359805079,0,1,12.370299534011796,11.839708085577337,-3.972418846554091,60.69,39.20709999999999,3,DB03570
DB03571,drugbank,430.248,7,41.537714717436614,3,0,3.357999999999999,4,0,14.912054290640661,10.574916768422002,-1.0862418521383497,131.84,122.74899999999997,4,DB03571
DB03572,drugbank,309.3624,3,33.45468592765515,2,0,2.1317872806666665,3,0,15.04038406116096,13.89889610030249,3.5301115972195074,81.14,88.99720000000002,6,DB03572
DB03573,drugbank,364.436,5,39.794741798373686,4,0,1.4783861703333327,1,-1,12.426999278419292,3.9988634428206193,-3.381922424291352,115.72999999999999,96.53369999999998,11,DB03573
DB03575,drugbank,243.3871,1,29.660107042425345,0,0,4.488047959999999,3,1,,10.557791023087809,,3.24,77.64650000000002,2,DB03575
DB03576,drugbank,350.2616,9,31.46075345796669,6,0,-5.251253701322665,1,-2,1.9428055055870193,1.0000197330402036,9.514315759869332,169.44,77.9513,8,DB03576
DB03577,drugbank,277.2555,4,26.98344068602704,3,0,0.91378223459712,2,-1,8.234861112968847,-0.7217127901923037,6.36094008941204,69.56,74.33000000000001,5,DB03577
DB03578,drugbank,87.0773,2,7.737823585645522,1,0,-0.7410686603333332,0,0,,13.775539715612016,-4.0166205300804725,60.160000000000004,19.8119,1,DB03578
DB03581,drugbank,260.1358,8,20.65854914105718,6,0,-3.6919265943333333,0,-2,6.517717590349464,1.4919091577092733,-3.5395055510957123,164.75,48.2185,7,DB03581
DB03582,drugbank,232.2337,6,22.765175228727628,4,0,-4.065900625952266,0,-1,4.086430528781067,3.3188365035952154,9.904213305041136,129.72,53.5456,8,DB03582
DB03583,drugbank,441.5,6,45.733583824093536,4,0,-0.005576460333332756,5,0,13.500227247564569,10.54708180708804,-1.885658057082461,118.96999999999998,119.83239999999999,1,DB03583
DB03584,drugbank,196.221,5,18.362153526720718,5,0,-1.977252249333333,1,0,11.33903653750651,9.493529658123693,-2.9603616911099078,90.15,42.133399999999995,1,DB03584
DB03585,drugbank,324.3737,3,35.14453215698653,1,0,3.8322324440000006,3,-1,9.28657300059134,4.8666588523311844,-5.968036895068672,60.85000000000001,90.73920000000003,5,DB03585
DB03587,drugbank,72.0627,2,6.421644584802692,0,0,0.19595048433333334,0,0,,16.38193786809808,-8.021418549550578,34.14,17.0511,1,DB03587
DB03588,drugbank,212.2439,2,22.610233233876944,1,0,3.287784356333333,2,-1,,4.4314729660892995,,37.3,62.035100000000014,3,DB03588
DB03589,drugbank,118.045,5,8.049007816495578,2,0,0.025468098333333355,0,-2,2.72307514560714,1.5608712626362864,,91.66999999999999,19.7846,2,DB03589
DB03590,drugbank,190.1971,6,18.933170312562254,4,0,-5.545367993935247,0,0,2.585040505515717,1.8470749826619342,9.827564769536531,126.64000000000001,43.63940000000001,6,DB03590
DB03591,drugbank,613.5887,6,59.9240955485252,4,0,3.282839897333333,4,-2,7.1322531743873085,0.4927212785484469,-1.9377618123480667,136.04,157.33719999999994,10,DB03591
DB03592,drugbank,273.1427,8,22.433957522153907,4,0,-1.9352132732519771,2,-2,6.565056835118871,1.6301111336260075,0.804470682587565,160.02,58.983,3,DB03592
DB03593,drugbank,378.2551,9,33.2759575795769,6,1,-7.1106920452678075,3,-1,6.2491807475846715,1.2757936505013399,0.27002181625996907,192.74,80.6867,4,DB03593
DB03594,drugbank,69.0653,2,5.937161366695722,1,0,-0.40908983366666657,1,0,,8.99878890849099,2.474903721213428,41.57,18.9195,0,DB03594
DB03596,drugbank,371.453,3,39.30838966826934,3,0,2.5750307523333325,3,0,14.46095116619604,9.950901512712607,-0.7847306393257493,105.04999999999998,101.71770000000002,6,DB03596
DB03597,drugbank,523.343,7,45.406003491518774,5,0,-1.9649869588198885,1,-1,3.600537073408139,1.8061932468526571,9.31110132415732,158.82000000000002,111.79019999999998,12,DB03597
DB03598,drugbank,471.571,7,46.58128653713397,1,0,1.1674569433333342,4,0,,8.140979304511994,4.308716171079421,119.24,113.40040000000002,5,DB03598
DB03600,drugbank,172.2646,2,21.60666350635801,1,0,3.5891707876666663,0,-1,,4.952019655228562,,37.3,49.477599999999995,8,DB03600
DB03601,drugbank,256.2534,4,26.41328494864011,2,0,2.4886733719999996,3,0,9.480776938340982,7.788865277180083,-4.939949525588433,66.76,69.30890000000001,1,DB03601
DB03602,drugbank,397.446,7,40.509015343276445,5,0,-2.880050818050463,1,-1,3.679100392060432,1.8074125609174443,9.311596528776086,158.82000000000002,98.42770000000002,12,DB03602
DB03603,drugbank,210.1388,8,16.80472197179349,6,0,-3.089469772666667,0,-2,3.5410690508784013,2.828604159490999,-3.7307040369214137,155.52,38.13840000000001,5,DB03603
DB03604,drugbank,621.9323,3,40.539148886017024,2,0,5.594549401666666,2,-1,8.544367461922006,2.309303282830559,-6.412224583092184,66.76,105.67480000000003,4,DB03604
DB03605,drugbank,496.306,3,44.21246858028769,1,0,6.784723111666668,3,-1,,3.5928234058424877,-1.6473038450189232,57.61,120.32319999999997,8,DB03605
